студе́нт,SINGULAR,,NOMINATIVE,студе́нт,NOUN
студе́нт,SINGULAR,,GENITIVE,студе́нта,NOUN
студе́нт,SINGULAR,,DATIVE,студе́нту,NOUN
студе́нт,SINGULAR,,ACCUSATIVE,студе́нта,NOUN
студе́нт,SINGULAR,,INSTRUMENTAL,студе́нтом,NOUN
студе́нт,SINGULAR,,PREPOSITIONAL,студе́нте,NOUN
студе́нт,PLURAL,,NOMINATIVE,студе́нты,NOUN
студе́нт,PLURAL,,GENITIVE,студе́нтов,NOUN
студе́нт,PLURAL,,DATIVE,студе́нтам,NOUN
студе́нт,PLURAL,,ACCUSATIVE,студе́нтов,NOUN
студе́нт,PLURAL,,INSTRUMENTAL,студе́нтами,NOUN
студе́нт,PLURAL,,PREPOSITIONAL,студе́нтах,NOUN
дом,SINGULAR,,NOMINATIVE,дом,NOUN
дом,SINGULAR,,GENITIVE,до́ма,NOUN
дом,SINGULAR,,DATIVE,до́му,NOUN
дом,SINGULAR,,ACCUSATIVE,дом,NOUN
дом,SINGULAR,,INSTRUMENTAL,до́мом,NOUN
дом,SINGULAR,,PREPOSITIONAL,до́ме,NOUN
дом,PLURAL,,NOMINATIVE,дома́,NOUN
дом,PLURAL,,GENITIVE,домо́в,NOUN
дом,PLURAL,,DATIVE,дома́м,NOUN
дом,PLURAL,,ACCUSATIVE,дома́,NOUN
дом,PLURAL,,INSTRUMENTAL,дома́ми,NOUN
дом,PLURAL,,PREPOSITIONAL,дома́х,NOUN
кость,SINGULAR,,NOMINATIVE,кость,NOUN
кость,SINGULAR,,GENITIVE,ко́сти,NOUN
кость,SINGULAR,,DATIVE,ко́сти,NOUN
кость,SINGULAR,,ACCUSATIVE,кость,NOUN
кость,SINGULAR,,INSTRUMENTAL,ко́стью,NOUN
кость,SINGULAR,,PREPOSITIONAL,ко́сти,NOUN
кость,PLURAL,,NOMINATIVE,ко́сти,NOUN
кость,PLURAL,,GENITIVE,косте́й,NOUN
кость,PLURAL,,DATIVE,костя́м,NOUN
кость,PLURAL,,ACCUSATIVE,ко́сти,NOUN
кость,PLURAL,,INSTRUMENTAL,костя́ми,NOUN
кость,PLURAL,,PREPOSITIONAL,костя́х,NOUN
о́зеро,SINGULAR,,NOMINATIVE,о́зеро,NOUN
о́зеро,SINGULAR,,GENITIVE,о́зера,NOUN
о́зеро,SINGULAR,,DATIVE,о́зеру,NOUN
о́зеро,SINGULAR,,ACCUSATIVE,о́зеро,NOUN
о́зеро,SINGULAR,,INSTRUMENTAL,о́зером,NOUN
о́зеро,SINGULAR,,PREPOSITIONAL,о́зере,NOUN
о́зеро,PLURAL,,NOMINATIVE,озёра,NOUN
о́зеро,PLURAL,,GENITIVE,озёр,NOUN
о́зеро,PLURAL,,DATIVE,озёрам,NOUN
о́зеро,PLURAL,,ACCUSATIVE,озёра,NOUN
о́зеро,PLURAL,,INSTRUMENTAL,озёрами,NOUN
о́зеро,PLURAL,,PREPOSITIONAL,озёрах,NOUN
водоём,SINGULAR,,NOMINATIVE,водоём,NOUN
водоём,SINGULAR,,GENITIVE,водоёма,NOUN
водоём,SINGULAR,,DATIVE,водоёму,NOUN
водоём,SINGULAR,,ACCUSATIVE,водоём,NOUN
водоём,SINGULAR,,INSTRUMENTAL,водоёмом,NOUN
водоём,SINGULAR,,PREPOSITIONAL,водоёме,NOUN
водоём,PLURAL,,NOMINATIVE,водоёмы,NOUN
водоём,PLURAL,,GENITIVE,водоёмов,NOUN
водоём,PLURAL,,DATIVE,водоёмам,NOUN
водоём,PLURAL,,ACCUSATIVE,водоёмы,NOUN
водоём,PLURAL,,INSTRUMENTAL,водоёмами,NOUN
водоём,PLURAL,,PREPOSITIONAL,водоёмах,NOUN
ёмкость,SINGULAR,,NOMINATIVE,ёмкость,NOUN
ёмкость,SINGULAR,,GENITIVE,ёмкости,NOUN
ёмкость,SINGULAR,,DATIVE,ёмкости,NOUN
ёмкость,SINGULAR,,ACCUSATIVE,ёмкость,NOUN
ёмкость,SINGULAR,,INSTRUMENTAL,ёмкостью,NOUN
ёмкость,SINGULAR,,PREPOSITIONAL,ёмкости,NOUN
ёмкость,PLURAL,,NOMINATIVE,ёмкости,NOUN
ёмкость,PLURAL,,GENITIVE,ёмкостей,NOUN
ёмкость,PLURAL,,DATIVE,ёмкостям,NOUN
ёмкость,PLURAL,,ACCUSATIVE,ёмкости,NOUN
ёмкость,PLURAL,,INSTRUMENTAL,ёмкостями,NOUN
ёмкость,PLURAL,,PREPOSITIONAL,ёмкостях,NOUN
соба́ка,SINGULAR,,NOMINATIVE,соба́ка,NOUN
соба́ка,SINGULAR,,GENITIVE,соба́ки,NOUN
соба́ка,SINGULAR,,DATIVE,соба́ке,NOUN
соба́ка,SINGULAR,,ACCUSATIVE,соба́ку,NOUN
соба́ка,SINGULAR,,INSTRUMENTAL,соба́кой-соба́кою,NOUN
соба́ка,SINGULAR,,PREPOSITIONAL,соба́ке,NOUN
соба́ка,PLURAL,,NOMINATIVE,соба́ки,NOUN
соба́ка,PLURAL,,GENITIVE,соба́к,NOUN
соба́ка,PLURAL,,DATIVE,соба́кам,NOUN
соба́ка,PLURAL,,ACCUSATIVE,соба́к-соба́ки,NOUN
соба́ка,PLURAL,,INSTRUMENTAL,соба́ками,NOUN
соба́ка,PLURAL,,PREPOSITIONAL,соба́ках,NOUN
маста́к,SINGULAR,,NOMINATIVE,маста́к,NOUN
маста́к,SINGULAR,,GENITIVE,мастака́,NOUN
маста́к,SINGULAR,,DATIVE,мастаку́,NOUN
маста́к,SINGULAR,,ACCUSATIVE,мастака́,NOUN
маста́к,SINGULAR,,INSTRUMENTAL,мастако́м,NOUN
маста́к,SINGULAR,,PREPOSITIONAL,мастаке́,NOUN
маста́к,PLURAL,,NOMINATIVE,мастаки́,NOUN
маста́к,PLURAL,,GENITIVE,мастако́в,NOUN
маста́к,PLURAL,,DATIVE,мастака́м,NOUN
маста́к,PLURAL,,ACCUSATIVE,мастако́в,NOUN
маста́к,PLURAL,,INSTRUMENTAL,мастака́ми,NOUN
маста́к,PLURAL,,PREPOSITIONAL,мастака́х,NOUN
уме́лец,SINGULAR,MASC,NOMINATIVE,уме́лец,NOUN
уме́лец,SINGULAR,MASC,GENITIVE,уме́льца,NOUN
уме́лец,SINGULAR,MASC,DATIVE,уме́льцу,NOUN
уме́лец,SINGULAR,MASC,ACCUSATIVE,уме́льца,NOUN
уме́лец,SINGULAR,MASC,INSTRUMENTAL,уме́льцем,NOUN
уме́лец,SINGULAR,MASC,PREPOSITIONAL,уме́льце,NOUN
уме́лец,PLURAL,MASC,NOMINATIVE,уме́льцы,NOUN
уме́лец,PLURAL,MASC,GENITIVE,уме́льцев,NOUN
уме́лец,PLURAL,MASC,DATIVE,уме́льцам,NOUN
уме́лец,PLURAL,MASC,ACCUSATIVE,уме́льцев,NOUN
уме́лец,PLURAL,MASC,INSTRUMENTAL,уме́льцами,NOUN
уме́лец,PLURAL,MASC,PREPOSITIONAL,уме́льцах,NOUN
вре́мя,SINGULAR,NEUT,NOMINATIVE,вре́мя,NOUN
вре́мя,SINGULAR,NEUT,GENITIVE,вре́мени,NOUN
вре́мя,SINGULAR,NEUT,DATIVE,вре́мени,NOUN
вре́мя,SINGULAR,NEUT,ACCUSATIVE,вре́мя,NOUN
вре́мя,SINGULAR,NEUT,INSTRUMENTAL,вре́менем,NOUN
вре́мя,SINGULAR,NEUT,PREPOSITIONAL,вре́мени,NOUN
вре́мя,PLURAL,NEUT,NOMINATIVE,времена́,NOUN
вре́мя,PLURAL,NEUT,GENITIVE,времён,NOUN
вре́мя,PLURAL,NEUT,DATIVE,времена́м,NOUN
вре́мя,PLURAL,NEUT,ACCUSATIVE,времена́,NOUN
вре́мя,PLURAL,NEUT,INSTRUMENTAL,времена́ми,NOUN
вре́мя,PLURAL,NEUT,PREPOSITIONAL,времена́х,NOUN
рабо́та,SINGULAR,FEM,NOMINATIVE,рабо́та,NOUN
рабо́та,SINGULAR,FEM,GENITIVE,рабо́ты,NOUN
рабо́та,SINGULAR,FEM,DATIVE,рабо́те,NOUN
рабо́та,SINGULAR,FEM,ACCUSATIVE,рабо́ту,NOUN
рабо́та,SINGULAR,FEM,INSTRUMENTAL,рабо́той-рабо́тою,NOUN
рабо́та,SINGULAR,FEM,PREPOSITIONAL,рабо́те,NOUN
рабо́та,PLURAL,FEM,NOMINATIVE,рабо́ты,NOUN
рабо́та,PLURAL,FEM,GENITIVE,рабо́т,NOUN
рабо́та,PLURAL,FEM,DATIVE,рабо́там,NOUN
рабо́та,PLURAL,FEM,ACCUSATIVE,рабо́ты,NOUN
рабо́та,PLURAL,FEM,INSTRUMENTAL,рабо́тами,NOUN
рабо́та,PLURAL,FEM,PREPOSITIONAL,рабо́тах,NOUN
эне́ргия,SINGULAR,FEM,NOMINATIVE,эне́ргия,NOUN
эне́ргия,SINGULAR,FEM,GENITIVE,эне́ргии,NOUN
эне́ргия,SINGULAR,FEM,DATIVE,эне́ргии,NOUN
эне́ргия,SINGULAR,FEM,ACCUSATIVE,эне́ргию,NOUN
эне́ргия,SINGULAR,FEM,INSTRUMENTAL,эне́ргией-эне́ргиею,NOUN
эне́ргия,SINGULAR,FEM,PREPOSITIONAL,эне́ргии,NOUN
эне́ргия,PLURAL,FEM,NOMINATIVE,эне́ргии,NOUN
эне́ргия,PLURAL,FEM,GENITIVE,эне́ргий,NOUN
